SP	SP3055112169	SP 1 442 53 	SP0960017630	SP4180717139	SP8 7183  6 	SP6 7  75  8	SP671913610 	SP9089025596	SP9746508 31	SP 291214979	SP 77 7 7853	SP965 3902 0	SP77  231804	SP0024330203	SP4473411312	SP  4298 6  	SP 85356 19 	SP 15448328 	SP8947578506	SP509 5862 2
KO4660817 53	-0.277156026396	-0.231141967155	-0.60111385721	-0.378229104393	-0.377449857429	-0.243700612785	0.219669523189	0.158028660246	-0.358297409974	0.0169581303617	-0.33510478755	-0.325478838654	-0.160952636409	0.0387282154445	-0.255165138972	-0.239227766944	-0.304790600869	0.137909650548	-0.586336185635	-0.279597625959
KO7502476  7	0.0604926973226	-0.185048542311	0.592387656524	-0.216572579982	0.760552754984	-0.0724610598394	-0.150914016881	-0.124331851889	-0.187464641689	-0.200039708848	-0.156627822103	0.610808937374	-0.260547021547	0.200670204895	-0.18422768368	-0.294691373768	-0.180936611641	-0.12907587884	-0.149449407844	-0.0792511236227
KO227725 3 5	-0.210975696726	0.179507457907	0.571849400808	0.566613601688	0.521380159817	-0.330292928805	-0.222395952735	-0.48130158871	0.352908776759	-0.145459722746	0.424086456037	0.492010630099	-0.610496572733	0.279252357155	0.574058312115	0.0500055426492	0.473147798957	-0.0140268976191	0.30900253608	-0.309874137016
KO097   30 8	-0.122249190321	0.0280375242543	0.148832298236	-0.152611919141	-0.110287390957	-0.143899702333	0.722848031618	-0.363644491701	0.172386650796	-0.147654543095	-0.149198204383	-0.47887741179	0.30940038874	-0.3960861853	-0.333284174947	0.140412021232	-0.127814259685	-0.2205802108	-0.109023154756	-0.148788319286
KO36 5856052	-0.41165432675	0.531267522036	0.474829904674	0.149654444672	0.0996087299559	-0.293237031959	-0.231840094033	-0.197681082578	0.519715459017	0.294909485888	-0.325029589302	0.108609451236	-0.0151575127588	0.281427379054	-0.130279110655	-0.104683979766	-0.2231531392	0.460623909263	0.641472901366	-0.254876188299
KO430046 270	-0.224816638746	-0.171920430509	0.0877080775095	0.340092992139	-0.182303912624	-0.204031809456	0.215603826998	-0.316769216457	0.115348249615	-0.193272597953	0.594701270923	-0.235054920527	0.172965018619	-0.31909281877	0.431030270237	0.671363973113	0.610465382451	-0.283614640256	-0.23795657242	-0.215509784497
KO7563242254	-0.101536822062	-0.349724259874	0.299083314695	0.258446548709	0.118394025497	-0.152116639169	0.0697625031812	-0.31567907178	-0.0751384619847	-0.325138020169	0.638557746101	0.146694153364	0.0305301932492	-0.164630084521	0.483182602191	0.57211816131	0.61834068987	-0.315491351817	-0.282750259012	-0.171310639519
KO2750 91318	0.96323391703	0.0599828476107	-0.293718977286	-0.216516703541	-0.160698963387	0.996265648005	-0.135485580332	0.433005918483	-0.145815730242	-0.0912272336178	0.00705850788289	-0.225126972141	0.516096249455	-0.242403687399	-0.200286134602	-0.159396155181	-0.178676647221	-0.124783624745	0.358055646112	0.992137779453
KO22  399371	0.556947498447	-0.097906585144	-0.353998274017	0.447755187342	-0.268206179094	0.551607955491	-0.212773743957	0.0997979078912	-0.0507788259335	-0.222755188806	0.837297668859	-0.141369464614	0.0950511720251	-0.271148018509	0.684868082505	0.428447218877	0.712211492501	-0.218766478017	0.0915982054418	0.538376944302
KO1517684426	-0.110487714892	0.941236397161	0.457467074996	0.5709257518	0.527376208597	-0.0853992680163	-0.227669323216	-0.220716011993	0.971330018759	0.353026379758	-0.16803131444	-0.200701098856	-0.16429138589	-0.142851357756	-0.160653250317	-0.219974815708	-0.0666791296528	-0.123219584527	0.60197072071	-0.0158373562553
KO43 204271 	0.448357070187	-0.0539985343418	-0.352233993917	0.0486620189679	-0.409499306145	0.539538822688	-0.0494333434597	-0.0889195642523	-0.172741348208	-0.38407170294	0.529364944207	-0.424299616318	0.230934314833	-0.442254934213	0.28157108491	0.262756132012	0.372025444817	0.218126989669	-0.0309469243149	0.484208503732
KO3395386506	-0.0364745946303	-0.0992026231854	0.251876316522	-0.252054596889	-0.0573099168465	0.0109362643137	0.358049675847	-0.231889217813	0.000215464456728	-0.207652933414	-0.0732554245014	-0.28053213652	0.433086627029	-0.288016291221	-0.2848207836	0.202750403513	-0.101603165304	-0.108189761766	-0.107291190308	-0.00807575496495
KO1596189 1 	0.406768147656	0.428984728319	0.09004233502	0.161066327524	0.0243162739605	0.487730632889	0.00107306734355	0.32061390296	0.46834063653	0.388384005551	-0.0955891470594	-0.368478106166	0.765694825191	-0.503137369104	-0.358827995384	0.231182456826	-0.101753871146	-0.41376241655	0.387466282847	0.545298283942
KO36 7 75434	-0.296695347279	0.120597341567	0.342590972281	0.34234548321	-0.0533797974771	-0.257813820127	0.207803426607	-0.428682040721	0.3877310054	-0.100706717527	0.335534725197	-0.220484549661	0.152099826883	-0.191937412276	0.250874821529	0.47313606579	0.383212017395	-0.155056813059	0.12319477741	-0.248049381773
KO66595004 9	-0.113132537009	-0.264859442165	-0.167637773263	0.656974912907	-0.0590951839821	-0.194419191297	-0.0837463910141	-0.114670863512	-0.0380735059703	-0.0770596948204	0.927333910299	0.151102857547	-0.255184560319	-0.213174025295	0.86765705185	0.672045477065	0.950157873282	-0.279426419278	-0.361810279631	-0.198639126091
