SP	SP3055112169	SP 1 442 53 	SP0960017630	SP4180717139	SP8 7183  6 	SP6 7  75  8	SP671913610 	SP9089025596	SP9746508 31	SP 291214979	SP 77 7 7853	SP965 3902 0	SP77  231804	SP0024330203	SP4473411312	SP  4298 6  	SP 85356 19 	SP 15448328 	SP8947578506	SP509 5862 2
SP 77 7 7853	2.28206537443	4.51886619266	3.29636633219	2.68391174701	4.76089711333	1.96696835776	4.73177092013	3.14217259601	4.8500242827	4.92163482042	0.0	3.01723636129	2.32704913224	4.2354089171	1.18625409524	1.39985922926	0.61731932097	3.58728081911	3.38911258473	2.09275772855
SP965 3902 0	6.91138590363	4.92231738772	1.72338889414	2.32846481618	2.1838925902	8.88480395416	6.0331882266	2.63398287363	4.23860937018	2.13570236677	2.67784505513	0.0	4.01984439012	0.730337819745	1.17695552533	1.95963355076	1.86519783779	3.9807071468	3.4639504208	7.92530855255
SP77  231804	1.73843139092	2.22488708362	3.41260886026	5.06084832853	5.36288652695	1.16135709271	1.5883230494	0.85885876962	2.96319954324	1.07127311264	7.28625209447	4.09859305062	0.0	3.61650978534	6.87171081754	3.10267450626	6.95377838311	3.77296162114	1.6994650312	0.878107329765
SP0024330203	6.54214528045	6.30271800841	2.7183514654	4.93954375579	3.70039441983	8.31909891572	5.09284323229	3.13349224126	6.89860641292	4.40310851172	4.50294866962	0.704809342696	4.67522526171	0.0	2.41517532753	3.559789707	4.10005267627	2.44577274052	4.19873610037	7.82417389898
SP4473411312	3.99004272283	4.22414553738	3.32227174815	2.10858899559	3.97341098652	4.8344677457	5.72790030383	2.76221199326	4.54254379584	4.04083314205	1.09677711484	1.55755523256	4.4961380634	1.1203813489	0.0	2.70196102355	1.1560237691	2.89607943988	2.83578436369	4.53678094957
SP  4298 6  	2.48779519327	2.6350392549	2.4008743495	1.0249474653	3.94780113783	3.14129631317	1.74301584382	1.61143857518	2.09492776945	1.18881276153	0.645542703933	2.27594572369	0.746414427712	3.85884369139	1.37550297923	0.0	0.382689726075	4.011013587	2.18140449103	2.64668468636
SP 85356 19 	6.1687953257	2.82505583815	2.49243173395	0.4991988229	2.98321610135	8.06139574393	2.89733982441	3.58245394239	1.59563451988	1.71848512223	0.826324279993	2.83560874483	2.96240253898	4.81517016419	1.51387481999	0.554382464355	0.0	4.90925850306	4.1468966024	7.16336263576
SP 15448328 	5.07814622875	4.66516204618	4.54721576719	6.94642192287	7.00103539564	5.38562432452	3.68173449153	6.10215930461	6.5981691598	7.12016444749	6.76703335358	4.73440207518	5.05186255994	3.81306718262	5.67014308701	5.81150123092	7.00542242206	0.0	3.48276103799	5.54480515109
SP8947578506	1.63389146918	1.58769925722	0.865910611479	2.71048420148	1.59813938112	1.48362755084	4.87548896743	3.47655002666	1.0319682609	4.14842446191	3.74588100247	2.27899423054	2.54862693973	1.821279188	3.25954438022	3.55857210497	3.94675616047	4.50028979502	0.0	1.1882164189
SP509 5862 2	1.11904044854	1.84408460695	3.49113670004	3.61451991268	3.05666389735	0.17178068721	6.06428014162	1.735368617	2.79216919856	1.95806752505	5.26702252465	3.53699277684	2.13439472892	4.95256833873	5.70508958639	3.99100909199	5.33911268633	4.62400370438	2.13287085751	0.0
