SP	SP3055112169	SP 1 442 53 	SP0960017630	SP4180717139	SP8 7183  6 	SP6 7  75  8	SP671913610 	SP9089025596	SP9746508 31	SP 291214979	SP 77 7 7853	SP965 3902 0	SP77  231804	SP0024330203	SP4473411312	SP  4298 6  	SP 85356 19 	SP 15448328 	SP8947578506	SP509 5862 2
SP 77 7 7853	0.834428521863	0.822043494074	0.893432320442	0.77959525414	0.96337235008	0.842628591089	0.823655396263	0.869618237022	0.776658628061	0.95259391771	0.0	0.834717045383	0.883126702908	0.963063839882	0.544290699918	0.651622002821	0.278139606582	0.973177605259	0.861970071059	0.862522486032
SP965 3902 0	0.87647465236	0.955555218585	0.416042995877	0.870253003403	0.575300661997	0.989604847528	0.941163198168	0.634111911438	0.926209140897	0.657767987709	0.834717045383	0.0	0.745273538168	0.428196977963	0.708748906764	0.821473862831	0.783854844414	0.703028365665	0.649262695987	0.943199661478
SP77  231804	0.54546983076	0.83699729405	0.76165805441	0.906580228444	0.93702261677	0.553425561484	0.627093369459	0.344651609317	0.882261677214	0.612023104806	0.883126702908	0.745273538168	0.0	0.921586876232	0.926301298508	0.862508809566	0.826588220604	0.95171756001	0.654777082184	0.506989863922
SP0024330203	0.888331422575	0.944109769278	0.572680962968	0.944263665946	0.774488037056	0.980312032164	0.942587211662	0.716588628111	0.974674873324	0.946700009583	0.963063839882	0.428196977963	0.921586876232	0.0	0.833744637859	0.918325000147	0.935190247982	0.593116018355	0.55400634043	0.94353345732
SP4473411312	0.909599915882	0.908139286477	0.879908722997	0.63543754175	0.980385391981	0.971473053222	0.911252637183	0.865283647074	0.822638155711	0.966102289675	0.544290699918	0.708748906764	0.926301298508	0.833744637859	0.0	0.653966022977	0.64279396299	0.91843378478	0.899858547343	0.969112028593
SP  4298 6  	0.879158429822	0.891079425542	0.887400731908	0.446385151564	0.971601946127	0.96119455442	0.869304356868	0.84293476567	0.639959933867	0.778469389728	0.651622002821	0.821473862831	0.862508809566	0.918325000147	0.653966022977	0.0	0.608156148302	0.972794381407	0.90859011561	0.862375938841
SP 85356 19 	0.914963711237	0.867465479858	0.843622998129	0.669289362003	0.913651167739	0.982534998628	0.878941822417	0.878617009877	0.741881382463	0.786251218424	0.278139606582	0.783854844414	0.826588220604	0.935190247982	0.64279396299	0.608156148302	0.0	0.981923701607	0.876037732654	0.863418785236
SP 15448328 	0.975336593208	0.864606907409	0.757429250617	0.995423962151	0.971053681869	0.966903054648	0.928504351809	0.964326390916	0.984353823764	0.989593013879	0.973177605259	0.703028365665	0.95171756001	0.593116018355	0.91843378478	0.972794381407	0.981923701607	0.0	0.653827028472	0.986982145702
SP8947578506	0.59483513373	0.571050104698	0.429498308515	0.901604470203	0.591330477591	0.609996871633	0.889908101613	0.654231324432	0.599004264523	0.786985589737	0.861970071059	0.649262695987	0.654777082184	0.55400634043	0.899858547343	0.90859011561	0.876037732654	0.653827028472	0.0	0.596536851903
SP509 5862 2	0.211933517145	0.784994705981	0.944770811639	0.838287020753	0.933031862543	0.178670076409	0.913676239151	0.590881132384	0.887713864607	0.840076267652	0.862522486032	0.943199661478	0.506989863922	0.94353345732	0.969112028593	0.862375938841	0.863418785236	0.986982145702	0.596536851903	0.0
