SP	SP3055112169	SP 1 442 53 	SP0960017630	SP4180717139	SP8 7183  6 	SP6 7  75  8	SP671913610 	SP9089025596	SP9746508 31	SP 291214979	SP 77 7 7853	SP965 3902 0	SP77  231804	SP0024330203	SP4473411312	SP  4298 6  	SP 85356 19 	SP 15448328 	SP8947578506	SP509 5862 2
KO4660817 53	0.438185586029	0.520535736398	0.0660512691368	0.281172504505	0.28224631186	0.497453183616	0.541996972195	0.662816599872	0.309329810713	0.962914755968	0.343877359912	0.358766973644	0.656896208231	0.915408980745	0.476770809268	0.505623918373	0.391832002263	0.703995084712	0.0748272889483	0.433992535298
KO7502476  7	0.868155398154	0.608785178942	0.0711471691484	0.547849861828	0.0106476709042	0.842321078852	0.677292000244	0.732189537511	0.604031162714	0.579507150991	0.665658971075	0.0606767156949	0.467193640692	0.578287456082	0.61040335097	0.408488182143	0.616906305431	0.722303850542	0.68028390075	0.827722910678
KO227725 3 5	0.558489994508	0.619737741043	0.0841327311157	0.0876704876347	0.122221852113	0.351280589076	0.53686503646	0.159016900318	0.317187288475	0.688454316661	0.221921999305	0.14860429639	0.0608452262188	0.434584352342	0.0826681971328	0.89088599376	0.167231645972	0.969322197909	0.384984277409	0.383574572388
KO097   30 8	0.736540744113	0.938716106279	0.681545737411	0.673828609621	0.761659421595	0.691657017498	0.0181806681276	0.301635462746	0.633912020219	0.68395592762	0.68079746374	0.161433263646	0.384340487758	0.257174766726	0.346669035809	0.698833057914	0.724929288345	0.540280623721	0.764326371959	0.68163569068
KO36 5856052	0.237213817331	0.114048109294	0.165516627295	0.679864808994	0.784254986634	0.410914017622	0.519241174088	0.584078423514	0.123632831314	0.408124959865	0.359469647236	0.765199580083	0.966850557631	0.430862411483	0.719802346024	0.773496845566	0.535443260829	0.180333699819	0.0455953805524	0.477287412448
KO430046 270	0.532325023245	0.634843861843	0.809607714229	0.336287536127	0.614201659621	0.57180076967	0.549685799171	0.372511966111	0.751006217602	0.592658174827	0.0697719504059	0.51329698792	0.632756671175	0.368819874733	0.21363264425	0.033532950482	0.060862069247	0.427134467551	0.507956285655	0.549864153029
KO7563242254	0.780163983325	0.32187931915	0.401203935458	0.47092130505	0.744612897047	0.674838317901	0.848135059428	0.374250419156	0.836559447352	0.3592999868	0.0469076054919	0.685923200125	0.933277417084	0.649474570281	0.157157051176	0.0839536547066	0.056706144146	0.374550179116	0.428605914001	0.636063357424
KO2750 91318	7.64674411674e-06	0.869258597473	0.410109380578	0.54795569059	0.657409163935	8.4701589417e-10	0.709005991507	0.211307196102	0.687724060383	0.802092965922	0.984560283267	0.531744115255	0.126735195508	0.49981653792	0.579030325609	0.660045615827	0.621385814577	0.731246571642	0.309680122614	1.65598198376e-08
KO22  399371	0.0944491965663	0.787870539945	0.31559029395	0.194409496182	0.453712698984	0.0983327964969	0.555063044164	0.783853378876	0.889207290609	0.536190306991	0.00250691435765	0.696860914766	0.793943940032	0.448581829761	0.0288763800932	0.216695120125	0.0208380957872	0.543701055954	0.80130163896	0.108388087595
KO1517684426	0.761237037838	4.85794627888e-05	0.18372908203	0.0847500355129	0.117222894239	0.814545568286	0.526994811304	0.540024868874	2.85540168925e-06	0.317014702002	0.642634989928	0.578227716464	0.650156966527	0.69381173387	0.657501614664	0.541421353889	0.854786187425	0.734512498474	0.0655641650163	0.96536447141
KO43 204271 	0.193737292385	0.882222028427	0.318178504524	0.893803543988	0.239923205566	0.10748024434	0.892128419726	0.807019113204	0.633203391131	0.273191988371	0.115593545238	0.221664846267	0.520921049496	0.200615411732	0.430617020113	0.46328732397	0.289782397167	0.544909081316	0.932368399475	0.156148249583
KO3395386506	0.920317889414	0.785117269616	0.48266515218	0.482344825157	0.8750454997	0.976079782854	0.309688776073	0.51915013203	0.999528671522	0.564844410671	0.840610932171	0.432392578582	0.211212508946	0.419678063273	0.425085166871	0.574270164226	0.780023302862	0.766085666256	0.76798363147	0.982335438088
KO1596189 1 	0.243381780982	0.216055785686	0.804621577643	0.656666353714	0.946839590894	0.152714647247	0.997652667889	0.366412820482	0.172191233839	0.267381910252	0.792798906687	0.294768395294	0.00982820614667	0.138236109831	0.308561733217	0.520460618694	0.779703753359	0.234580179504	0.268612664247	0.103050840564
KO36 7 75434	0.405156743714	0.7399966813	0.332519325394	0.33288867913	0.883563844511	0.472046752785	0.564556010745	0.216415680758	0.268257328392	0.781924699727	0.343219781329	0.540460811678	0.674872600672	0.595265754567	0.484466309978	0.167243645882	0.274358416923	0.668851192465	0.73456433011	0.489563379746
KO66595004 9	0.755665781673	0.459581645304	0.643425142996	0.0390286186917	0.871179784355	0.590422254243	0.818084204071	0.752429974394	0.916834831129	0.832429346584	0.000111666400268	0.676906531448	0.476736095394	0.554301254332	0.00114048058619	0.0332865229336	2.54184458831e-05	0.434285950152	0.304263310265	0.582220016842
